Year,Month,Day,Precip_mm,Cin_mgm,ET_mm,Q_mm,Cout_mgm
1958,2,15,0.00,21.07,0.04,0.60,21.12
1958,2,16,0.00,18.39,0.04,0.54,21.15
1958,2,17,0.00,15.14,0.03,0.49,21.19
1958,2,18,0.00,18.34,0.01,0.44,21.22
1958,2,19,0.00,18.87,0.03,0.39,21.24
1958,2,20,0.00,17.49,0.03,0.35,21.27
1958,2,21,0.00,16.69,0.04,0.32,21.29
1958,2,22,0.00,18.34,0.08,0.29,21.31
1958,2,23,0.00,19.77,0.08,0.26,21.33
1958,2,24,0.00,15.90,0.09,0.23,21.35
1958,2,25,14.19,15.69,0.09,2.54,21.37
1958,2,26,0.00,17.37,0.09,1.46,20.71
1958,2,27,13.21,18.29,0.11,3.39,20.80
1958,2,28,52.08,18.63,0.07,22.83,20.28
1958,3,1,13.31,15.80,0.07,9.63,18.85
1958,3,2,4.42,13.73,0.05,6.57,18.68
1958,3,3,14.77,19.90,0.06,8.22,18.78
1958,3,4,6.30,21.45,0.12,7.12,18.49
1958,3,5,6.99,20.79,0.09,7.04,18.54
1958,3,6,0.00,19.65,0.12,6.22,18.54
1958,3,7,5.48,20.98,0.06,6.17,18.83
1958,3,8,0.00,19.57,0.10,5.53,18.86
1958,3,9,0.00,19.66,0.03,4.97,19.12
1958,3,10,0.00,19.16,0.07,4.47,19.35
1958,3,11,0.00,15.81,0.12,4.02,19.58
1958,3,12,0.00,19.86,0.07,3.62,19.78
1958,3,13,0.32,19.91,0.06,3.26,19.97
1958,3,14,10.88,24.10,0.04,4.53,20.12
1958,3,15,13.74,21.87,0.12,6.00,19.80
1958,3,16,0.53,20.90,0.02,4.60,19.42
1958,3,17,0.00,21.44,0.02,4.03,19.62
1958,3,18,0.00,19.76,0.11,3.61,19.83
1958,3,19,0.00,16.60,0.15,3.25,20.01
1958,3,20,12.60,15.86,0.07,4.93,20.19
1958,3,21,1.73,20.24,0.08,3.98,19.80
1958,3,22,0.00,20.67,0.03,3.49,19.92
1958,3,23,0.00,19.52,0.13,3.13,20.10
1958,3,24,0.00,20.08,0.18,2.82,20.27
1958,3,25,2.19,23.82,0.21,2.71,20.43
1958,3,26,24.95,21.42,0.05,8.71,20.47
1958,3,27,6.26,18.88,0.14,5.36,19.64
1958,3,28,0.00,18.21,0.21,4.33,19.60
1958,3,29,5.02,19.63,0.23,4.32,19.82
1958,3,30,16.73,22.03,0.25,7.06,19.80
1958,3,31,7.06,17.75,0.21,5.90,19.34
1958,4,1,0.00,18.51,0.20,5.05,19.29
1958,4,2,0.00,20.94,0.23,4.51,19.55
1958,4,3,0.00,19.87,0.24,4.06,19.78
1958,4,4,0.00,21.20,0.26,3.65,20.00
1958,4,5,0.00,21.46,0.28,3.29,20.20
1958,4,6,4.15,19.67,0.28,3.24,20.39
1958,4,7,18.29,17.86,0.13,6.56,20.36
1958,4,8,5.61,20.85,0.08,5.00,19.76
1958,4,9,2.44,19.86,0.10,4.51,19.73
1958,4,10,0.00,19.34,0.22,4.02,19.84
1958,4,11,2.68,20.08,0.23,3.85,20.06
1958,4,12,4.39,20.86,0.07,3.92,20.13
1958,4,13,0.24,17.93,0.15,3.54,20.11
1958,4,14,0.00,18.02,0.33,3.18,20.29
1958,4,15,0.00,19.07,0.37,2.87,20.48
1958,4,16,0.00,20.52,0.41,2.58,20.65
1958,4,17,0.00,20.97,0.44,2.32,20.82
1958,4,18,0.00,16.58,0.47,2.09,20.97
1958,4,19,0.00,18.29,0.45,1.88,21.11
1958,4,20,0.00,20.13,0.45,1.69,21.25
1958,4,21,0.00,15.50,0.33,1.52,21.37
1958,4,22,33.41,19.16,0.36,10.43,21.48
1958,4,23,0.24,16.34,0.20,4.25,20.22
1958,4,24,0.00,17.02,0.39,3.12,20.45
1958,4,25,0.00,21.05,0.47,2.71,20.63
1958,4,26,0.00,21.36,0.28,2.44,20.81
1958,4,27,0.00,17.98,0.29,2.20,20.96
1958,4,28,13.17,22.61,0.11,3.93,21.10
1958,4,29,1.71,17.98,0.30,3.03,20.59
1958,4,30,14.14,19.22,0.41,5.01,20.68
1958,5,1,0.00,17.53,0.36,3.68,20.22
1958,5,2,0.00,20.03,0.56,3.20,20.43
1958,5,3,0.00,20.56,0.46,2.87,20.63
1958,5,4,12.19,17.71,0.19,4.31,20.82
1958,5,5,0.24,15.79,0.29,3.35,20.40
1958,5,6,0.00,15.25,0.68,2.94,20.58
1958,5,7,13.41,20.19,0.18,4.76,20.78
1958,5,8,21.70,18.13,0.03,8.46,20.32
1958,5,9,0.73,14.57,0.17,5.22,19.65
1958,5,10,0.00,17.88,1.12,4.37,19.88
1958,5,11,0.00,17.94,1.37,3.89,20.16
1958,5,12,0.00,18.95,1.58,3.50,20.44
1958,5,13,0.00,12.03,1.53,3.15,20.71
1958,5,14,0.00,15.26,1.44,2.84,20.97
1958,5,15,1.46,16.11,1.52,2.55,21.22
1958,5,16,6.83,17.76,0.25,2.33,21.37
1958,5,17,0.00,15.82,2.09,2.07,21.12
1958,5,18,2.19,17.97,2.20,1.86,21.36
1958,5,19,13.66,15.17,2.30,3.11,21.47
1958,5,20,0.24,13.51,2.14,2.38,21.00
1958,5,21,0.00,12.03,2.47,2.09,21.24
1958,5,22,0.00,14.27,2.49,1.87,21.51
1958,5,23,2.68,15.25,2.59,1.68,21.77
1958,5,24,0.00,18.45,2.28,1.52,21.87
1958,5,25,0.00,15.19,2.78,1.36,22.10
1958,5,26,2.44,16.13,0.44,1.23,22.37
1958,5,27,0.00,14.17,2.64,1.11,22.32
1958,5,28,0.00,13.35,2.99,0.99,22.56
1958,5,29,4.39,13.68,3.30,0.90,22.82
1958,5,30,0.00,14.13,2.72,0.81,22.81
1958,5,31,0.00,12.94,3.21,0.73,23.04
1958,6,1,0.00,16.79,3.26,0.65,23.32
1958,6,2,36.82,12.56,2.00,5.26,23.59
1958,6,3,0.00,12.54,3.77,1.59,21.66
1958,6,4,0.00,13.02,3.81,1.00,21.98
1958,6,5,0.00,14.78,3.85,0.84,22.29
1958,6,6,11.95,12.72,3.44,0.89,22.59
1958,6,7,0.00,14.66,4.12,0.70,22.10
1958,6,8,0.00,14.16,3.66,0.62,22.41
1958,6,9,54.13,15.41,3.17,17.01,22.69
1958,6,10,3.17,12.45,2.16,4.90,20.65
1958,6,11,9.75,14.54,4.60,3.54,20.86
1958,6,12,4.88,14.10,4.70,3.00,20.77
1958,6,13,0.00,9.00,3.81,2.70,20.93
1958,6,14,19.99,15.34,2.94,5.47,21.31
1958,6,15,0.00,12.79,4.95,3.51,20.65
1958,6,16,0.00,8.28,4.18,2.97,21.12
1958,6,17,0.00,13.86,3.26,2.64,21.54
1958,6,18,0.00,7.14,4.71,2.38,21.90
1958,6,19,0.00,12.00,4.62,2.14,22.34
1958,6,20,0.00,9.98,4.35,1.93,22.78
1958,6,21,2.93,10.96,0.32,1.73,23.21
1958,6,22,0.00,13.19,4.44,1.56,23.15
1958,6,23,0.00,10.46,4.35,1.40,23.57
1958,6,24,0.00,11.40,4.27,1.26,23.98
1958,6,25,0.00,11.53,4.19,1.14,24.40
1958,6,26,0.00,8.30,3.37,1.02,24.81
1958,6,27,1.22,11.55,3.02,0.92,25.16
1958,6,28,0.00,10.84,3.98,0.83,25.39
1958,6,29,0.00,9.82,3.90,0.75,25.79
1958,6,30,0.00,9.73,3.83,0.67,26.19
1958,7,1,0.00,11.63,3.75,0.60,26.59
1958,7,2,0.00,7.49,3.68,0.54,26.99
1958,7,3,2.44,7.73,1.78,0.49,27.39
1958,7,4,0.00,11.33,3.57,0.44,27.38
1958,7,5,2.19,7.42,1.35,0.40,27.77
1958,7,6,0.73,11.59,2.95,0.36,27.72
1958,7,7,19.75,9.16,5.00,0.32,27.98
1958,7,8,15.85,8.51,4.00,0.29,26.61
1958,7,9,14.87,7.41,5.00,0.26,25.60
1958,7,10,0.00,8.74,4.17,0.23,24.81
1958,7,11,0.00,13.07,4.09,0.21,25.17
1958,7,12,19.02,7.29,4.60,0.27,25.52
1958,7,13,4.88,5.97,4.60,0.18,24.39
1958,7,14,0.00,6.91,4.31,0.15,24.38
1958,7,15,0.49,8.69,1.61,0.14,24.73
1958,7,16,18.53,9.64,5.00,0.22,24.83
1958,7,17,2.44,8.89,2.21,0.12,23.82
1958,7,18,0.00,6.19,4.43,0.10,23.81
1958,7,19,7.32,4.54,5.00,0.09,24.15
1958,7,20,0.00,3.94,3.87,0.08,23.98
1958,7,21,0.00,5.90,4.32,0.07,24.28
1958,7,22,0.00,4.45,4.24,0.07,24.61
1958,7,23,2.44,6.60,0.72,0.06,24.95
1958,7,24,0.00,5.33,4.19,0.05,24.82
1958,7,25,0.00,7.82,4.11,0.05,25.16
1958,7,26,0.00,6.71,4.03,0.04,25.50
1958,7,27,0.00,5.02,3.95,0.04,25.85
1958,7,28,0.00,4.45,3.87,0.04,26.19
1958,7,29,7.56,6.68,2.90,0.03,26.54
1958,7,30,0.49,5.65,3.35,0.03,26.13
1958,7,31,6.34,2.31,5.00,0.03,26.38
1958,8,1,2.19,4.25,0.63,0.02,26.27
1958,8,2,0.00,7.33,3.85,0.02,26.13
1958,8,3,0.00,4.92,3.77,0.02,26.48
1958,8,4,0.00,6.59,3.70,0.02,26.82
1958,8,5,0.00,5.11,3.63,0.02,27.17
1958,8,6,0.00,5.48,3.56,0.01,27.52
1958,8,7,0.24,2.68,3.24,0.01,27.87
1958,8,8,46.57,0.00,5.00,2.01,28.17
1958,8,9,14.63,4.62,5.00,0.28,24.65
1958,8,10,2.44,2.43,1.92,0.04,23.94
1958,8,11,5.85,7.02,4.40,0.01,23.91
1958,8,12,0.00,3.49,4.42,0.01,23.80
1958,8,13,0.00,2.84,4.08,0.01,24.13
1958,8,14,0.49,7.20,3.83,0.01,24.44
1958,8,15,17.31,6.64,5.00,0.06,24.70
1958,8,16,0.00,4.16,4.26,0.01,23.77
1958,8,17,0.00,2.59,4.01,0.01,24.09
1958,8,18,0.24,0.26,3.72,0.00,24.39
1958,8,19,0.00,3.53,1.86,0.00,24.66
1958,8,20,0.00,2.38,3.75,0.00,24.80
1958,8,21,0.00,1.59,3.77,0.00,25.10
1958,8,22,0.49,2.53,3.45,0.00,25.41
1958,8,23,0.00,0.00,3.48,0.00,25.66
1958,8,24,0.00,4.19,2.96,0.00,25.96
1958,8,25,15.61,0.34,0.84,0.03,26.21
1958,8,26,0.00,2.54,3.47,0.01,24.98
1958,8,27,0.00,2.57,3.17,0.00,25.26
1958,8,28,0.00,0.00,3.36,0.00,25.52
1958,8,29,0.00,0.57,3.38,0.00,25.81
1958,8,30,0.00,1.20,3.48,0.00,26.10
1958,8,31,0.00,0.70,2.21,0.00,26.41
1958,9,1,13.90,0.81,4.70,0.00,26.60
1958,9,2,0.73,0.00,1.30,0.00,25.80
1958,9,3,0.00,2.07,2.52,0.00,25.84
1958,9,4,2.93,0.00,0.04,0.00,26.06
1958,9,5,2.44,0.93,0.75,0.00,25.81
1958,9,6,0.00,3.51,3.01,0.00,25.67
1958,9,7,8.78,0.00,4.30,0.00,25.93
1958,9,8,8.53,0.81,3.00,0.00,25.55
1958,9,9,8.29,0.00,3.10,0.00,25.09
1958,9,10,1.95,4.37,0.14,0.00,24.68
1958,9,11,4.15,2.50,2.50,0.00,24.54
1958,9,12,0.00,0.16,2.33,0.00,24.41
1958,9,13,0.00,1.70,2.55,0.00,24.59
1958,9,14,0.00,4.35,2.68,0.00,24.79
1958,9,15,0.00,0.00,2.73,0.00,25.01
1958,9,16,0.00,1.84,2.93,0.00,25.23
1958,9,17,5.36,0.00,3.00,0.00,25.47
1958,9,18,26.09,2.75,0.23,0.70,25.27
1958,9,19,4.88,0.00,1.50,0.09,23.37
1958,9,20,0.24,0.00,0.77,0.01,23.14
1958,9,21,0.24,0.00,1.85,0.00,23.18
1958,9,22,8.29,0.00,0.54,0.00,23.29
1958,9,23,0.00,0.00,2.51,0.00,22.76
1958,9,24,0.00,2.48,2.66,0.00,22.93
1958,9,25,0.00,0.00,2.36,0.00,23.11
1958,9,26,1.46,0.00,0.88,0.00,23.27
1958,9,27,3.17,0.48,2.50,0.00,23.23
1958,9,28,14.14,0.00,1.20,0.17,23.19
1958,9,29,0.00,2.82,1.90,0.02,22.34
1958,9,30,0.00,0.00,1.70,0.00,22.46
1958,10,1,7.56,0.07,2.00,0.00,22.57
1958,10,2,0.00,0.00,1.60,0.00,22.22
1958,10,3,0.00,1.07,1.65,0.00,22.32
1958,10,4,0.00,0.00,1.61,0.00,22.42
1958,10,5,0.73,0.00,1.02,0.00,22.53
1958,10,6,0.00,0.61,1.18,0.00,22.55
1958,10,7,0.00,0.00,1.23,0.00,22.62
1958,10,8,0.00,0.00,1.52,0.00,22.71
1958,10,9,0.00,1.25,1.16,0.00,22.81
1958,10,10,0.00,0.00,1.66,0.00,22.88
1958,10,11,1.46,2.67,0.07,0.00,23.00
1958,10,12,0.98,1.07,0.86,0.00,22.90
1958,10,13,4.39,1.00,0.56,0.00,22.89
1958,10,14,3.17,0.00,0.73,0.00,22.64
1958,10,15,0.00,0.00,0.56,0.00,22.48
1958,10,16,0.00,0.00,0.98,0.00,22.52
1958,10,17,1.71,6.68,1.36,0.00,22.58
1958,10,18,0.00,2.36,0.86,0.00,22.56
1958,10,19,0.00,1.03,0.60,0.00,22.62
1958,10,20,0.00,0.39,0.63,0.00,22.66
1958,10,21,0.00,0.00,0.67,0.00,22.70
1958,10,22,0.00,1.28,0.59,0.00,22.74
1958,10,23,13.17,0.42,0.47,0.25,22.78
1958,10,24,6.58,1.74,0.54,0.03,21.98
1958,10,25,14.14,2.44,0.68,1.99,21.62
1958,10,26,7.32,5.53,0.35,2.10,20.95
1958,10,27,2.44,0.00,0.06,1.98,20.68
1958,10,28,3.90,0.00,0.06,2.16,20.66
1958,10,29,10.97,0.80,0.00,3.59,20.57
1958,10,30,0.00,5.77,0.19,2.79,20.17
1958,10,31,0.00,3.42,0.22,2.45,20.33
1958,11,1,0.00,1.40,0.29,2.20,20.47
1958,11,2,0.00,0.97,0.19,1.98,20.61
1958,11,3,5.12,2.49,0.16,2.22,20.73
1958,11,4,0.00,3.21,0.17,1.99,20.58
1958,11,5,0.00,0.43,0.19,1.79,20.69
1958,11,6,0.00,5.73,0.23,1.61,20.80
1958,11,7,0.00,0.80,0.12,1.45,20.91
1958,11,8,0.00,3.47,0.10,1.30,20.99
1958,11,9,0.00,3.20,0.08,1.17,21.07
1958,11,10,1.95,0.85,0.09,1.16,21.15
1958,11,11,0.73,2.27,0.01,1.12,21.11
1958,11,12,0.00,0.00,0.07,1.01,21.13
1958,11,13,0.00,5.28,0.05,0.91,21.19
1958,11,14,10.97,1.68,0.05,2.45,21.24
1958,11,15,4.88,1.50,0.05,2.28,20.77
1958,11,16,6.83,3.54,0.04,2.79,20.63
1958,11,17,0.73,3.15,0.04,2.49,20.41
1958,11,18,11.22,4.88,0.04,3.93,20.51
1958,11,19,0.49,3.09,0.05,3.12,20.12
1958,11,20,0.00,5.64,0.03,2.74,20.26
1958,11,21,0.73,8.44,0.03,2.53,20.41
1958,11,22,0.00,5.45,0.02,2.28,20.51
1958,11,23,0.00,1.18,0.01,2.05,20.63
1958,11,24,0.00,3.88,0.01,1.84,20.74
1958,11,25,3.66,5.20,0.01,2.03,20.85
1958,11,26,0.98,0.92,0.01,1.93,20.76
1958,11,27,0.00,7.55,0.01,1.74,20.81
1958,11,28,0.00,4.65,0.01,1.56,20.91
1958,11,29,0.00,7.49,0.01,1.41,21.00
1958,11,30,0.00,6.06,0.00,1.27,21.08
1958,12,1,0.00,6.52,0.00,1.14,21.15
1958,12,2,0.00,4.29,0.01,1.03,21.21
1958,12,3,0.00,4.53,0.01,0.92,21.27
1958,12,4,0.00,7.01,0.01,0.83,21.33
1958,12,5,11.26,4.33,0.01,2.46,21.38
1958,12,6,0.00,6.24,0.00,1.74,20.88
1958,12,7,0.00,6.44,0.01,1.50,20.97
1958,12,8,0.00,5.37,0.01,1.34,21.06
1958,12,9,0.00,5.01,0.01,1.21,21.14
1958,12,10,0.00,9.02,0.00,1.09,21.21
1958,12,11,0.00,5.51,0.00,0.98,21.27
1958,12,12,0.00,8.21,0.00,0.88,21.32
1958,12,13,0.00,4.83,0.00,0.79,21.38
1958,12,14,0.00,7.18,0.00,0.71,21.42
1958,12,15,0.00,4.55,0.00,0.64,21.46
1958,12,16,0.00,7.31,0.01,0.58,21.50
1958,12,17,0.00,5.17,0.00,0.52,21.54
1958,12,18,0.00,8.12,0.01,0.47,21.57
1958,12,19,0.00,8.48,0.01,0.42,21.60
1958,12,20,0.00,6.84,0.00,0.38,21.62
1958,12,21,0.00,5.77,0.00,0.34,21.65
1958,12,22,0.00,8.17,0.00,0.31,21.67
1958,12,23,0.00,5.61,0.00,0.28,21.68
1958,12,24,0.00,4.35,0.00,0.25,21.70
1958,12,25,0.00,6.33,0.00,0.22,21.72
1958,12,26,0.00,9.38,0.00,0.20,21.73
1958,12,27,0.00,7.79,0.00,0.18,21.74
1958,12,28,0.00,13.73,0.00,0.16,21.75
1958,12,29,0.38,7.13,0.00,0.18,21.76
1958,12,30,0.00,10.14,0.01,0.16,21.75
1958,12,31,0.00,12.83,0.00,0.15,21.76
1959,1,1,0.00,8.33,0.00,0.13,21.77
1959,1,2,5.85,10.78,0.02,0.77,21.78
1959,1,3,0.00,11.11,0.01,0.65,21.48
1959,1,4,0.00,10.97,0.01,0.58,21.51
1959,1,5,0.00,7.74,0.00,0.52,21.55
1959,1,6,0.00,12.23,0.01,0.47,21.58
1959,1,7,0.00,13.59,0.01,0.42,21.61
1959,1,8,0.00,14.13,0.01,0.38,21.64
1959,1,9,0.00,10.21,0.01,0.34,21.66
1959,1,10,0.00,11.71,0.01,0.31,21.68
1959,1,11,0.00,12.51,0.01,0.28,21.70
1959,1,12,0.00,14.38,0.01,0.25,21.72
1959,1,13,0.00,12.69,0.02,0.23,21.73
1959,1,14,0.00,8.42,0.00,0.20,21.75
1959,1,15,0.00,15.87,0.02,0.18,21.76
1959,1,16,0.00,12.48,0.02,0.16,21.77
1959,1,17,0.00,12.02,0.01,0.15,21.78
1959,1,18,0.00,16.56,0.01,0.13,21.79
1959,1,19,0.00,11.60,0.01,0.12,21.80
1959,1,20,0.00,10.63,0.01,0.11,21.81
1959,1,21,0.00,14.01,0.02,0.10,21.82
1959,1,22,31.91,17.57,0.04,9.49,21.83
1959,1,23,0.00,14.64,0.02,3.26,20.54
1959,1,24,0.00,18.90,0.01,2.21,20.72
1959,1,25,0.00,11.13,0.02,1.89,20.84
1959,1,26,0.00,16.79,0.02,1.70,20.95
1959,1,27,0.00,10.22,0.02,1.53,21.04
1959,1,28,0.00,14.43,0.02,1.38,21.13
1959,1,29,0.00,14.32,0.02,1.24,21.21
1959,1,30,0.00,12.84,0.04,1.12,21.29
1959,1,31,0.00,13.45,0.04,1.00,21.35
1959,2,1,0.00,14.52,0.02,0.90,21.41
1959,2,2,0.00,15.17,0.02,0.81,21.47
1959,2,3,0.00,14.37,0.02,0.73,21.52
1959,2,4,0.00,17.67,0.04,0.66,21.56
1959,2,5,0.00,18.35,0.04,0.59,21.60
1959,2,6,0.00,12.04,0.05,0.53,21.64
1959,2,7,0.00,19.07,0.03,0.48,21.68
1959,2,8,0.00,14.32,0.05,0.43,21.71
1959,2,9,0.00,15.49,0.03,0.39,21.74
1959,2,10,0.00,17.98,0.05,0.35,21.76
1959,2,11,0.00,18.66,0.05,0.32,21.79
1959,2,12,0.00,19.16,0.03,0.28,21.81
1959,2,13,0.00,11.78,0.05,0.26,21.83
1959,2,14,0.00,17.75,0.06,0.23,21.85
1959,2,15,0.00,20.54,0.05,0.21,21.86
1959,2,16,0.00,18.25,0.03,0.19,21.88
1959,2,17,0.00,17.81,0.05,0.17,21.89
1959,2,18,4.50,17.75,0.06,0.53,21.91
1959,2,19,0.00,16.89,0.05,0.47,21.67
1959,2,20,0.00,19.55,0.02,0.43,21.70
1959,2,21,0.00,20.09,0.04,0.38,21.73
1959,2,22,0.00,20.42,0.06,0.35,21.75
1959,2,23,0.00,19.61,0.07,0.31,21.78
1959,2,24,0.00,18.31,0.08,0.28,21.80
1959,2,25,0.00,24.26,0.06,0.25,21.82
1959,2,26,0.00,18.68,0.07,0.23,21.84
1959,2,27,0.00,19.28,0.10,0.20,21.86
1959,2,28,0.00,19.61,0.11,0.18,21.88
1959,3,1,13.04,18.02,0.13,2.22,21.90
1959,3,2,7.41,18.24,0.06,2.22,21.26
1959,3,3,0.00,19.50,0.08,1.80,20.97
1959,3,4,9.75,18.65,0.07,2.94,21.07
1959,3,5,0.00,22.28,0.07,2.34,20.70
1959,3,6,12.26,17.35,0.11,4.00,20.83
1959,3,7,6.46,18.86,0.15,3.74,20.39
1959,3,8,0.00,17.92,0.05,3.22,20.25
1959,3,9,0.00,17.89,0.10,2.88,20.42
1959,3,10,0.00,20.74,0.08,2.59,20.58
1959,3,11,0.00,20.84,0.10,2.33,20.73
1959,3,12,0.00,19.43,0.11,2.10,20.86
1959,3,13,0.00,18.11,0.05,1.89,20.99
1959,3,14,0.00,19.93,0.11,1.70,21.10
1959,3,15,0.00,19.63,0.16,1.53,21.20
1959,3,16,11.94,20.43,0.17,3.12,21.30
1959,3,17,0.00,17.36,0.12,2.30,20.81
1959,3,18,0.00,20.41,0.13,2.00,20.94
1959,3,19,0.00,21.29,0.13,1.79,21.06
1959,3,20,23.82,17.42,0.25,7.31,21.17
1959,3,21,24.51,21.26,0.26,9.74,20.28
1959,3,22,0.00,21.90,0.18,5.37,19.54
1959,3,23,0.00,15.60,0.06,4.37,19.82
1959,3,24,0.00,17.58,0.20,3.87,20.04
1959,3,25,14.37,20.35,0.23,5.92,20.26
1959,3,26,7.61,22.59,0.28,5.35,19.83
1959,3,27,9.02,17.12,0.17,5.77,19.73
1959,3,28,0.00,20.27,0.15,4.94,19.58
1959,3,29,0.00,22.05,0.13,4.41,19.83
1959,3,30,0.00,21.88,0.19,3.97,20.06
1959,3,31,12.68,20.03,0.16,5.55,20.28
1959,4,1,0.00,23.43,0.23,4.37,19.92
1959,4,2,0.00,18.29,0.31,3.85,20.16
1959,4,3,8.53,16.67,0.28,4.46,20.38
1959,4,4,0.98,16.69,0.20,3.92,20.18
1959,4,5,0.00,19.21,0.20,3.50,20.34
1959,4,6,5.85,19.28,0.31,3.74,20.54
1959,4,7,0.00,20.75,0.23,3.34,20.44
1959,4,8,0.00,20.10,0.33,3.00,20.64
1959,4,9,8.29,19.40,0.25,3.67,20.82
1959,4,10,0.98,22.84,0.21,3.22,20.58
1959,4,11,0.00,20.29,0.11,2.88,20.71
1959,4,12,0.00,19.40,0.19,2.59,20.88
1959,4,13,0.00,19.20,0.13,2.33,21.03
1959,4,14,0.00,15.80,0.26,2.10,21.17
1959,4,15,0.00,20.02,0.32,1.89,21.31
1959,4,16,0.00,19.15,0.39,1.70,21.44
1959,4,17,0.00,20.71,0.43,1.53,21.56
1959,4,18,0.00,19.94,0.42,1.37,21.68
1959,4,19,0.49,21.44,0.44,1.24,21.79
1959,4,20,0.49,18.43,0.31,1.11,21.86
1959,4,21,0.00,22.89,0.13,1.00,21.92
1959,4,22,0.00,18.07,0.29,0.90,21.99
1959,4,23,0.00,14.50,0.35,0.81,22.06
1959,4,24,0.00,14.90,0.39,0.73,22.13
1959,4,25,0.00,21.82,0.40,0.66,22.20
1959,4,26,4.88,17.49,0.48,0.70,22.27
1959,4,27,9.51,21.12,0.10,1.84,22.04
1959,4,28,11.95,16.23,0.05,3.34,21.58
1959,4,29,2.44,16.48,0.05,2.67,21.08
1959,4,30,1.22,13.38,0.43,2.41,21.10
1959,5,1,0.00,20.33,0.44,2.16,21.19
1959,5,2,1.46,16.90,0.29,2.02,21.34
1959,5,3,1.22,18.80,0.39,1.91,21.39
1959,5,4,0.00,18.30,0.67,1.72,21.45
1959,5,5,0.00,17.71,0.81,1.54,21.59
1959,5,6,0.00,18.14,0.99,1.39,21.74
1959,5,7,0.00,19.61,1.09,1.25,21.88
1959,5,8,0.00,18.00,1.18,1.13,22.02
1959,5,9,0.00,13.99,0.99,1.01,22.17
1959,5,10,0.00,15.72,1.34,0.91,22.30
1959,5,11,2.93,16.44,1.50,0.82,22.44
1959,5,12,3.90,15.56,1.60,0.74,22.40
1959,5,13,2.68,16.40,1.70,0.66,22.30
1959,5,14,0.49,19.36,1.14,0.60,22.28
1959,5,15,0.49,18.17,0.10,0.54,22.36
1959,5,16,3.41,19.65,0.22,0.50,22.37
1959,5,17,3.17,15.12,1.55,0.62,22.20
1959,5,18,0.00,15.58,1.71,0.56,22.14
1959,5,19,0.00,15.39,2.27,0.50,22.28
1959,5,20,2.44,15.19,1.44,0.45,22.46
1959,5,21,0.00,12.72,2.46,0.41,22.42
1959,5,22,2.93,16.03,2.34,0.37,22.61
1959,5,23,0.00,18.92,2.64,0.33,22.60
1959,5,24,7.32,15.99,2.18,0.30,22.79
1959,5,25,0.00,13.82,2.63,0.27,22.47
1959,5,26,0.00,14.93,2.93,0.24,22.66
1959,5,27,0.00,11.59,2.52,0.22,22.87
1959,5,28,1.95,14.64,1.12,0.20,23.06
1959,5,29,0.00,15.21,3.14,0.18,23.02
1959,5,30,3.41,16.14,3.40,0.16,23.24
1959,5,31,0.00,12.50,3.28,0.14,23.25
1959,6,1,0.00,16.66,3.33,0.13,23.49
1959,6,2,10.49,14.93,3.70,0.12,23.74
1959,6,3,0.00,12.90,0.86,0.10,23.27
1959,6,4,0.00,9.72,3.65,0.09,23.34
1959,6,5,0.00,15.41,3.69,0.08,23.60
1959,6,6,0.00,12.57,3.72,0.08,23.87
1959,6,7,0.00,13.47,3.75,0.07,24.15
1959,6,8,0.00,15.72,3.78,0.06,24.44
1959,6,9,0.00,11.67,3.80,0.06,24.74
1959,6,10,0.00,13.93,3.82,0.05,25.05
1959,6,11,0.00,11.19,3.83,0.04,25.36
1959,6,12,0.00,11.10,3.85,0.04,25.69
1959,6,13,2.93,13.77,2.21,0.04,26.02
1959,6,14,2.44,12.22,1.91,0.03,25.96
1959,6,15,0.00,15.09,3.36,0.03,25.92
1959,6,16,0.00,9.64,3.85,0.03,26.21
1959,6,17,4.88,11.50,0.37,0.02,26.56
1959,6,18,3.66,10.87,3.00,0.02,26.16
1959,6,19,2.44,13.37,0.21,0.02,26.10
1959,6,20,3.41,10.83,0.75,0.02,25.91
1959,6,21,0.00,7.78,3.94,0.02,25.69
1959,6,22,1.22,14.49,2.89,0.01,26.03
1959,6,23,9.27,13.09,4.50,0.01,26.17
1959,6,24,0.00,11.63,3.91,0.01,25.76
1959,6,25,8.29,13.07,5.00,0.01,26.10
1959,6,26,0.98,10.81,3.12,0.01,25.82
1959,6,27,12.19,11.66,5.00,0.01,26.00
1959,6,28,0.24,10.01,3.79,0.01,25.40
1959,6,29,0.00,12.12,3.92,0.01,25.69
1959,6,30,0.00,8.62,3.84,0.01,26.03
1959,7,1,0.00,11.88,3.77,0.01,26.37
1959,7,2,14.14,12.49,5.00,0.00,26.71
1959,7,3,0.00,7.66,3.89,0.00,25.90
1959,7,4,0.00,8.56,3.81,0.00,26.24
1959,7,5,0.00,9.72,3.74,0.00,26.58
1959,7,6,21.46,8.64,5.00,0.05,26.92
1959,7,7,10.97,10.46,5.00,0.01,25.48
1959,7,8,0.00,12.06,4.12,0.00,24.99
1959,7,9,0.00,8.38,4.04,0.00,25.33
1959,7,10,0.49,8.38,3.57,0.00,25.67
1959,7,11,0.00,8.35,3.90,0.00,25.93
1959,7,12,2.19,6.49,2.08,0.00,26.27
1959,7,13,10.49,5.08,5.00,0.00,26.26
1959,7,14,0.00,5.77,3.90,0.00,25.78
1959,7,15,42.18,7.78,5.00,2.25,26.12
