Year,Month,Day,Precip_mm,Cin_mgm,ET_mm,Q_mm,Cout_mgm
1950,1,1,0.00,11.72,0.00,0.00,26.00
1950,1,2,6.83,11.54,0.02,0.90,26.00
1950,1,3,0.98,10.33,0.03,0.81,25.50
1950,1,4,0.00,9.74,0.02,0.73,25.49
1950,1,5,3.17,11.27,0.02,0.66,25.55
1950,1,6,7.07,10.84,0.00,0.59,25.34
1950,1,7,0.00,8.26,0.01,0.53,24.82
1950,1,8,0.00,10.88,0.00,0.48,24.86
1950,1,9,0.00,7.34,0.00,0.43,24.90
1950,1,10,9.61,11.45,0.02,0.39,24.93
1950,1,11,4.33,12.09,0.02,0.35,24.22
1950,1,12,0.00,7.03,0.01,0.31,23.93
1950,1,13,0.00,12.80,0.01,0.28,23.95
1950,1,14,14.10,11.00,0.03,0.27,23.97
1950,1,15,0.00,15.33,0.02,0.23,23.00
1950,1,16,2.19,11.89,0.02,0.21,23.01
1950,1,17,0.00,12.51,0.01,0.19,22.88
1950,1,18,0.00,14.69,0.02,0.17,22.89
1950,1,19,0.24,14.28,0.02,0.15,22.91
1950,1,20,0.00,11.91,0.01,0.14,22.90
1950,1,21,0.24,15.89,0.01,0.12,22.91
1950,1,22,0.00,14.13,0.02,0.11,22.90
1950,1,23,1.95,15.51,0.00,0.10,22.91
1950,1,24,4.63,13.31,0.03,0.09,22.79
1950,1,25,3.17,13.05,0.05,0.08,22.49
1950,1,26,0.00,12.54,0.06,0.07,22.30
1950,1,27,0.73,10.70,0.05,0.06,22.31
1950,1,28,0.00,13.02,0.02,0.06,22.27
1950,1,29,0.00,10.59,0.03,0.05,22.27
1950,1,30,0.98,13.74,0.05,0.05,22.28
1950,1,31,0.00,18.01,0.02,0.04,22.22
1950,2,1,0.00,13.89,0.03,0.04,22.22
1950,2,2,0.00,14.25,0.03,0.03,22.23
1950,2,3,0.00,16.92,0.04,0.03,22.23
1950,2,4,0.00,15.86,0.03,0.03,22.24
1950,2,5,0.00,19.98,0.04,0.03,22.24
1950,2,6,0.00,16.29,0.03,0.02,22.24
1950,2,7,0.00,16.83,0.04,0.02,22.25
1950,2,8,0.00,14.96,0.02,0.02,22.25
1950,2,9,0.00,15.67,0.04,0.02,22.25
1950,2,10,0.00,14.66,0.06,0.01,22.26
1950,2,11,0.94,19.70,0.05,0.01,22.26
1950,2,12,0.00,17.91,0.07,0.01,22.21
1950,2,13,0.00,17.52,0.05,0.01,22.21
1950,2,14,0.00,14.04,0.01,0.01,22.22
1950,2,15,0.00,17.14,0.01,0.01,22.22
1950,2,16,9.75,17.13,0.04,0.03,22.22
1950,2,17,0.00,14.69,0.05,0.01,21.62
1950,2,18,3.48,20.62,0.04,0.01,21.63
1950,2,19,4.85,16.39,0.03,0.01,21.42
1950,2,20,0.00,19.36,0.06,0.01,21.14
1950,2,21,0.00,19.00,0.02,0.00,21.15
1950,2,22,0.00,14.91,0.05,0.00,21.15
1950,2,23,0.00,17.54,0.08,0.00,21.15
1950,2,24,0.00,17.93,0.05,0.00,21.16
1950,2,25,0.00,18.40,0.09,0.00,21.16
1950,2,26,0.00,19.56,0.05,0.00,21.16
1950,2,27,0.00,16.74,0.05,0.00,21.17
1950,2,28,0.00,20.75,0.04,0.00,21.17
1950,3,1,0.00,17.27,0.09,0.00,21.17
1950,3,2,0.00,19.19,0.08,0.00,21.18
1950,3,3,0.00,19.41,0.04,0.00,21.18
1950,3,4,0.00,15.70,0.05,0.00,21.18
1950,3,5,0.00,20.05,0.11,0.00,21.19
1950,3,6,0.00,19.23,0.13,0.00,21.19
1950,3,7,0.00,19.89,0.07,0.00,21.20
1950,3,8,0.00,21.49,0.13,0.00,21.21
1950,3,9,0.00,16.03,0.13,0.00,21.21
1950,3,10,0.00,18.15,0.03,0.00,21.22
1950,3,11,0.00,21.43,0.09,0.00,21.22
1950,3,12,0.00,16.80,0.12,0.00,21.23
1950,3,13,0.00,20.54,0.08,0.00,21.23
1950,3,14,0.00,18.97,0.08,0.00,21.24
1950,3,15,0.00,16.35,0.07,0.00,21.24
1950,3,16,0.00,20.68,0.12,0.00,21.25
1950,3,17,0.00,20.48,0.12,0.00,21.25
1950,3,18,0.00,21.31,0.11,0.00,21.26
1950,3,19,0.00,15.82,0.09,0.00,21.27
1950,3,20,0.00,17.86,0.12,0.00,21.27
1950,3,21,6.97,21.96,0.18,0.02,21.28
1950,3,22,20.27,21.42,0.12,3.24,20.90
1950,3,23,41.09,22.23,0.11,14.81,19.99
1950,3,24,15.59,19.82,0.06,8.36,18.74
1950,3,25,9.14,17.76,0.15,6.55,18.42
1950,3,26,0.00,23.14,0.19,5.36,18.31
1950,3,27,30.98,21.42,0.12,13.73,18.56
1950,3,28,25.43,16.41,0.26,13.77,17.83
1950,3,29,0.00,19.61,0.31,8.44,17.38
1950,3,30,0.00,16.54,0.22,7.05,17.72
1950,3,31,0.00,19.15,0.16,6.28,18.02
1950,4,1,0.00,17.04,0.18,5.65,18.29
1950,4,2,0.98,19.71,0.13,5.09,18.54
1950,4,3,2.19,18.00,0.16,4.79,18.73
1950,4,4,2.19,18.13,0.21,4.52,18.86
1950,4,5,3.41,18.53,0.38,4.39,18.97
1950,4,6,0.24,23.81,0.24,3.95,19.04
1950,4,7,0.00,24.37,0.14,3.55,19.22
1950,4,8,0.00,20.30,0.23,3.20,19.40
1950,4,9,2.68,21.40,0.23,3.10,19.56
1950,4,10,0.00,18.99,0.19,2.79,19.60
1950,4,11,0.00,18.42,0.27,2.51,19.74
1950,4,12,0.98,16.46,0.31,2.28,19.88
1950,4,13,5.12,24.07,0.24,2.58,19.97
1950,4,14,1.22,21.85,0.12,2.42,19.85
1950,4,15,0.98,16.27,0.17,2.26,19.91
1950,4,16,0.00,20.57,0.27,2.04,19.99
1950,4,17,0.00,19.90,0.33,1.83,20.11
1950,4,18,0.24,15.23,0.13,1.65,20.22
1950,4,19,0.00,20.57,0.38,1.49,20.30
1950,4,20,11.70,21.70,0.45,2.92,20.40
1950,4,21,2.93,17.55,0.32,2.45,19.97
1950,4,22,1.22,20.95,0.21,2.25,19.96
1950,4,23,0.24,17.25,0.16,2.03,20.02
1950,4,24,0.00,20.37,0.36,1.82,20.12
1950,4,25,0.00,19.94,0.25,1.64,20.24
1950,4,26,1.22,20.74,0.24,1.52,20.34
1950,4,27,0.00,19.62,0.42,1.37,20.36
1950,4,28,0.73,17.82,0.45,1.23,20.46
1950,4,29,0.00,20.61,0.34,1.11,20.51
1950,4,30,0.00,16.29,0.26,1.00,20.59
1950,5,1,12.19,17.81,0.16,2.72,20.66
1950,5,2,0.00,18.89,0.24,1.89,20.16
1950,5,3,0.00,18.75,0.59,1.63,20.27
1950,5,4,0.00,16.38,0.80,1.46,20.39
1950,5,5,5.12,19.62,0.90,1.59,20.51
1950,5,6,0.00,21.19,1.00,1.43,20.37
1950,5,7,0.00,19.84,1.09,1.29,20.50
1950,5,8,0.00,17.17,0.97,1.16,20.63
1950,5,9,0.00,17.85,0.95,1.04,20.75
1950,5,10,6.10,16.69,1.32,1.05,20.86
1950,5,11,0.98,15.94,0.42,0.94,20.65
1950,5,12,0.00,19.35,1.12,0.84,20.67
1950,5,13,0.00,17.95,1.65,0.76,20.78
1950,5,14,3.41,18.92,1.69,0.68,20.91
1950,5,15,0.00,16.83,1.66,0.61,20.86
1950,5,16,0.00,18.32,0.87,0.55,20.98
1950,5,17,0.00,17.15,2.06,0.50,21.06
1950,5,18,7.32,14.24,1.76,0.47,21.21
1950,5,19,2.44,15.98,1.98,0.45,20.92
1950,5,20,1.71,15.37,0.77,0.51,20.92
1950,5,21,0.00,14.69,2.49,0.46,20.90
1950,5,22,0.00,11.18,2.56,0.41,21.06
1950,5,23,0.00,14.85,2.63,0.37,21.23
1950,5,24,0.00,15.64,2.59,0.33,21.41
1950,5,25,0.00,15.51,2.77,0.30,21.58
1950,5,26,0.00,14.85,2.83,0.27,21.77
1950,5,27,0.00,15.07,2.89,0.24,21.96
1950,5,28,15.36,16.08,3.20,0.49,22.15
1950,5,29,0.24,17.59,0.91,0.23,21.44
1950,5,30,0.00,17.96,0.60,0.18,21.49
1950,5,31,0.00,14.75,3.30,0.16,21.54
1950,6,1,16.58,17.51,3.53,0.93,21.75
1950,6,2,0.00,14.08,3.67,0.39,21.04
1950,6,3,0.49,14.55,2.04,0.29,21.27
1950,6,4,29.99,11.73,3.90,5.99,21.38
1950,6,5,0.00,17.25,3.97,2.30,20.26
1950,6,6,0.00,15.00,4.00,1.64,20.60
1950,6,7,0.00,19.06,4.04,1.42,20.91
1950,6,8,0.00,16.28,4.06,1.28,21.22
1950,6,9,0.00,13.73,4.09,1.15,21.53
1950,6,10,8.53,15.57,4.50,1.03,21.85
1950,6,11,0.00,14.22,4.28,0.93,21.67
1950,6,12,0.00,11.72,4.29,0.84,21.98
1950,6,13,0.00,13.77,4.30,0.75,22.31
1950,6,14,11.22,16.53,4.90,0.68,22.63
1950,6,15,0.24,10.40,2.68,0.61,22.27
1950,6,16,0.00,13.00,1.89,0.55,22.46
1950,6,17,0.98,15.44,3.54,0.49,22.62
1950,6,18,0.00,11.48,4.02,0.45,22.83
1950,6,19,0.00,6.54,3.87,0.40,23.13
1950,6,20,0.00,14.19,3.21,0.36,23.42
1950,6,21,1.46,12.83,2.90,0.32,23.68
1950,6,22,0.00,10.46,4.10,0.29,23.80
1950,6,23,0.00,11.89,4.02,0.26,24.13
1950,6,24,22.43,13.71,5.00,0.42,24.45
1950,6,25,7.07,13.29,5.00,0.24,23.22
1950,6,26,0.00,10.76,4.34,0.19,23.09
1950,6,27,0.00,13.21,4.25,0.17,23.40
1950,6,28,0.24,10.59,3.96,0.16,23.72
1950,6,29,0.00,10.56,4.09,0.14,24.00
1950,6,30,8.78,10.29,5.00,0.13,24.32
1950,7,1,0.00,11.12,4.10,0.11,24.04
1950,7,2,0.00,4.50,4.02,0.10,24.36
1950,7,3,2.44,10.53,1.95,0.09,24.68
1950,7,4,8.29,10.89,5.00,0.08,24.65
1950,7,5,0.24,10.43,3.30,0.07,24.40
1950,7,6,4.39,11.22,0.34,0.07,24.64
1950,7,7,0.00,9.89,3.90,0.06,24.33
1950,7,8,0.00,12.44,3.82,0.05,24.64
1950,7,9,0.00,6.15,3.75,0.05,24.94
1950,7,10,0.00,6.47,3.68,0.04,25.25
1950,7,11,4.88,7.43,2.60,0.04,25.56
1950,7,12,0.00,9.13,3.65,0.04,25.37
1950,7,13,0.00,5.60,3.58,0.03,25.68
1950,7,14,8.29,9.92,5.00,0.03,25.99
1950,7,15,0.00,13.54,3.58,0.03,25.71
1950,7,16,0.00,7.59,3.03,0.02,26.02
1950,7,17,0.00,8.03,2.50,0.02,26.29
1950,7,18,0.00,8.77,3.14,0.02,26.51
1950,7,19,0.49,4.83,3.01,0.02,26.80
1950,7,20,31.94,6.59,5.00,0.35,27.04
1950,7,21,3.41,7.07,0.81,0.06,24.76
1950,7,22,0.00,2.89,3.81,0.02,24.56
1950,7,23,0.00,5.69,3.74,0.01,24.86
1950,7,24,0.00,8.32,3.59,0.01,25.16
1950,7,25,2.44,3.13,0.73,0.01,25.45
1950,7,26,0.00,9.55,3.42,0.01,25.31
1950,7,27,0.00,7.57,3.57,0.01,25.60
1950,7,28,0.00,7.49,3.50,0.01,25.90
1950,7,29,0.24,4.67,3.26,0.01,26.21
1950,7,30,0.00,6.81,3.37,0.01,26.47
1950,7,31,0.00,5.80,3.30,0.00,26.78
1950,8,1,0.49,1.03,1.62,0.00,27.09
1950,8,2,1.95,4.17,1.72,0.00,27.20
1950,8,3,0.00,4.40,3.17,0.00,27.17
1950,8,4,0.00,5.84,3.11,0.00,27.48
1950,8,5,0.00,2.12,2.57,0.00,27.78
1950,8,6,0.00,6.05,2.88,0.00,28.04
1950,8,7,0.00,5.04,2.94,0.00,28.33
1950,8,8,0.00,3.99,2.89,0.00,28.64
1950,8,9,0.00,5.29,2.83,0.00,28.95
1950,8,10,0.24,4.02,2.64,0.00,29.25
1950,8,11,0.98,5.75,2.18,0.00,29.52
1950,8,12,0.00,1.74,2.52,0.00,29.65
1950,8,13,0.00,5.56,2.48,0.00,29.94
1950,8,14,0.00,3.63,2.53,0.00,30.23
1950,8,15,0.00,0.54,2.54,0.00,30.53
1950,8,16,0.00,0.00,2.29,0.00,30.83
1950,8,17,6.10,3.29,4.80,0.00,31.11
1950,8,18,0.00,2.09,2.47,0.00,30.95
1950,8,19,16.58,3.24,4.30,0.00,31.26
1950,8,20,13.66,3.22,2.60,0.00,29.80
1950,8,21,0.00,5.49,2.56,0.00,28.59
1950,8,22,0.00,2.81,2.40,0.00,28.86
1950,8,23,0.00,0.00,2.42,0.00,29.12
1950,8,24,0.00,4.15,2.54,0.00,29.38
1950,8,25,0.00,2.64,2.44,0.00,29.67
1950,8,26,0.00,0.00,2.08,0.00,29.94
1950,8,27,0.73,3.65,1.81,0.00,30.19
1950,8,28,0.00,0.00,1.97,0.00,30.31
1950,8,29,12.19,2.41,4.10,0.00,30.55
1950,8,30,0.00,1.41,2.50,0.00,29.61
1950,8,31,23.16,0.87,3.80,0.00,29.89
1950,9,1,56.57,1.47,2.40,2.15,27.83
1950,9,2,14.39,0.00,4.30,0.29,23.47
1950,9,3,0.00,6.07,3.20,0.03,22.80
1950,9,4,0.00,0.00,3.16,0.00,23.02
1950,9,5,2.44,0.06,2.50,0.00,23.24
1950,9,6,0.00,0.93,2.61,0.00,23.24
1950,9,7,0.00,1.61,2.99,0.00,23.42
1950,9,8,0.00,3.37,3.11,0.00,23.63
1950,9,9,0.00,3.78,3.15,0.00,23.86
1950,9,10,23.16,1.61,3.60,0.32,24.09
1950,9,11,0.49,1.16,0.96,0.04,22.74
1950,9,12,29.26,0.57,3.10,1.60,22.77
1950,9,13,0.00,0.00,1.07,0.21,21.25
1950,9,14,8.29,0.57,0.42,0.23,21.33
1950,9,15,4.15,0.00,2.50,0.29,20.89
1950,9,16,3.41,1.81,0.61,0.54,20.81
1950,9,17,0.00,1.74,2.39,0.49,20.69
1950,9,18,0.00,0.00,2.46,0.44,20.85
1950,9,19,0.00,0.00,2.44,0.39,21.01
1950,9,20,0.73,0.00,1.78,0.35,21.17
1950,9,21,0.00,1.77,2.59,0.32,21.25
1950,9,22,0.00,0.58,2.56,0.29,21.42
1950,9,23,0.00,0.00,2.26,0.26,21.59
1950,9,24,0.00,0.48,1.77,0.23,21.74
1950,9,25,5.12,0.00,0.72,0.21,21.86
1950,9,26,0.00,1.24,0.94,0.19,21.61
1950,9,27,0.00,0.00,2.16,0.17,21.68
1950,9,28,0.00,0.00,1.58,0.15,21.82
1950,9,29,0.00,2.15,1.39,0.14,21.93
1950,9,30,0.00,0.00,2.20,0.12,22.02
1950,10,1,0.00,3.22,2.27,0.11,22.17
1950,10,2,0.00,2.09,2.29,0.10,22.32
1950,10,3,0.00,3.13,2.31,0.09,22.47
1950,10,4,0.49,0.27,1.38,0.08,22.63
1950,10,5,0.00,0.00,1.29,0.07,22.69
1950,10,6,0.00,0.00,1.26,0.07,22.78
1950,10,7,0.00,0.15,1.30,0.06,22.87
1950,10,8,0.00,0.00,1.04,0.05,22.96
1950,10,9,6.83,0.47,0.35,0.05,23.04
1950,10,10,19.26,0.74,1.07,0.46,22.61
1950,10,11,12.92,0.00,0.78,0.47,21.50
1950,10,12,2.68,0.00,0.68,0.52,20.83
1950,10,13,2.68,2.00,0.76,0.65,20.75
1950,10,14,0.00,0.00,0.72,0.59,20.68
1950,10,15,0.00,2.31,0.79,0.53,20.75
1950,10,16,0.00,0.33,0.83,0.47,20.82
1950,10,17,0.00,1.84,0.87,0.43,20.90
1950,10,18,0.00,0.96,1.04,0.38,20.97
1950,10,19,0.00,1.34,1.13,0.35,21.05
1950,10,20,0.00,0.00,1.03,0.31,21.14
1950,10,21,0.00,2.95,0.58,0.28,21.21
1950,10,22,0.00,4.54,0.73,0.25,21.26
1950,10,23,0.00,3.89,0.60,0.23,21.32
1950,10,24,1.71,0.00,0.42,0.20,21.37
1950,10,25,0.00,7.42,0.30,0.18,21.30
1950,10,26,0.00,1.21,0.43,0.17,21.33
1950,10,27,0.00,0.00,0.31,0.15,21.37
1950,10,28,1.95,0.00,0.32,0.13,21.39
1950,10,29,0.00,2.18,0.32,0.12,21.31
1950,10,30,0.00,0.23,0.41,0.11,21.33
1950,10,31,0.00,0.00,0.43,0.10,21.36
1950,11,1,0.00,0.45,0.37,0.09,21.39
1950,11,2,0.00,1.65,0.45,0.08,21.42
1950,11,3,0.73,3.31,0.31,0.07,21.45
1950,11,4,18.29,3.63,0.03,2.43,21.43
1950,11,5,17.80,4.69,0.03,4.15,20.54
1950,11,6,0.00,2.86,0.09,2.56,19.83
1950,11,7,0.00,2.52,0.13,2.14,19.96
1950,11,8,0.00,2.20,0.14,1.91,20.08
1950,11,9,2.19,0.85,0.13,1.89,20.18
1950,11,10,5.61,1.87,0.11,2.31,20.18
1950,11,11,6.34,5.15,0.05,2.77,20.01
1950,11,12,0.00,3.53,0.04,2.43,19.83
1950,11,13,0.00,2.29,0.03,2.18,19.96
1950,11,14,0.00,2.10,0.03,1.96,20.07
1950,11,15,0.00,6.42,0.03,1.77,20.17
1950,11,16,0.24,2.06,0.04,1.60,20.27
1950,11,17,0.00,5.56,0.04,1.44,20.34
1950,11,18,0.24,3.01,0.02,1.31,20.42
1950,11,19,0.00,3.32,0.03,1.18,20.48
1950,11,20,5.85,1.62,0.04,1.71,20.54
1950,11,21,4.63,5.01,0.02,1.99,20.32
1950,11,22,0.00,2.39,0.01,1.78,20.19
1950,11,23,0.00,3.64,0.01,1.60,20.28
1950,11,24,0.73,1.19,0.02,1.51,20.36
1950,11,25,0.00,4.30,0.02,1.36,20.41
1950,11,26,33.65,7.54,0.01,11.55,20.48
1950,11,27,0.00,4.20,0.01,4.49,19.36
1950,11,28,0.24,1.60,0.01,3.26,19.58
1950,11,29,0.00,7.86,0.00,2.82,19.73
1950,11,30,0.00,2.84,0.01,2.54,19.87
1950,12,1,0.00,9.27,0.01,2.28,20.00
1950,12,2,0.00,9.99,0.00,2.06,20.12
1950,12,3,3.90,5.00,0.01,2.25,20.22
1950,12,4,36.85,10.01,0.01,13.97,20.14
1950,12,5,0.00,5.09,0.01,5.56,19.02
1950,12,6,0.00,10.17,0.00,4.04,19.28
1950,12,7,0.00,5.23,0.00,3.51,19.47
1950,12,8,7.07,9.72,0.00,4.00,19.64
1950,12,9,0.00,7.23,0.00,3.51,19.49
1950,12,10,0.00,7.23,0.00,3.14,19.67
1950,12,11,0.00,5.00,0.01,2.83,19.82
1950,12,12,0.00,6.37,0.00,2.54,19.97
1950,12,13,0.00,3.56,0.00,2.29,20.10
1950,12,14,0.00,6.91,0.00,2.06,20.22
1950,12,15,0.00,8.24,0.00,1.85,20.32
1950,12,16,0.00,11.12,0.01,1.67,20.42
1950,12,17,0.00,9.53,0.00,1.50,20.51
1950,12,18,0.00,7.89,0.00,1.35,20.59
1950,12,19,0.00,10.70,0.00,1.22,20.67
1950,12,20,0.00,10.62,0.00,1.09,20.73
1950,12,21,0.00,7.80,0.00,0.99,20.80
1950,12,22,0.00,7.00,0.00,0.89,20.85
1950,12,23,0.28,10.38,0.01,0.82,20.90
1950,12,24,0.00,8.64,0.01,0.74,20.93
1950,12,25,0.00,7.50,0.00,0.67,20.97
1950,12,26,0.00,10.97,0.00,0.60,21.01
1950,12,27,0.00,10.47,0.00,0.54,21.04
1950,12,28,0.00,8.44,0.00,0.49,21.07
1950,12,29,0.00,10.67,0.00,0.44,21.10
1950,12,30,0.00,8.56,0.00,0.39,21.13
1950,12,31,0.00,10.50,0.00,0.35,21.15
1951,1,1,0.00,10.58,0.00,0.32,21.17
1951,1,2,0.00,8.85,0.01,0.29,21.19
1951,1,3,9.32,12.21,0.02,1.53,21.21
1951,1,4,23.14,10.33,0.02,6.71,20.77
1951,1,5,0.00,7.14,0.01,3.25,19.90
1951,1,6,0.00,13.11,0.02,2.54,20.06
1951,1,7,0.00,8.55,0.00,2.23,20.20
1951,1,8,0.00,11.86,0.01,2.01,20.31
1951,1,9,0.00,13.29,0.01,1.81,20.42
1951,1,10,0.00,11.79,0.01,1.63,20.52
1951,1,11,0.00,13.05,0.02,1.46,20.61
1951,1,12,0.00,15.75,0.02,1.32,20.69
1951,1,13,0.00,11.23,0.02,1.19,20.76
1951,1,14,0.00,12.96,0.01,1.07,20.83
1951,1,15,3.76,12.10,0.02,1.34,20.89
1951,1,16,0.00,14.75,0.02,1.21,20.75
1951,1,17,0.00,14.42,0.02,1.08,20.82
1951,1,18,0.00,12.16,0.02,0.98,20.88
1951,1,19,18.82,14.47,0.03,4.84,20.94
1951,1,20,9.60,17.08,0.03,3.95,20.18
1951,1,21,1.39,12.21,0.03,3.17,19.90
1951,1,22,0.00,14.43,0.01,2.78,19.99
1951,1,23,0.00,17.91,0.02,2.49,20.13
1951,1,24,10.97,13.83,0.03,3.89,20.26
1951,1,25,0.54,14.45,0.03,3.12,19.90
1951,1,26,0.00,12.32,0.02,2.74,20.03
1951,1,27,0.00,15.18,0.02,2.46,20.17
1951,1,28,0.00,11.65,0.02,2.21,20.30
1951,1,29,0.00,15.90,0.01,1.99,20.42
1951,1,30,0.00,16.64,0.02,1.79,20.53
1951,1,31,0.00,15.31,0.02,1.61,20.63
1951,2,1,0.00,14.61,0.03,1.45,20.72
1951,2,2,0.00,15.27,0.04,1.31,20.80
1951,2,3,0.00,16.30,0.02,1.18,20.87
1951,2,4,0.00,16.74,0.03,1.06,20.94
1951,2,5,0.00,13.39,0.04,0.95,21.00
1951,2,6,0.00,16.35,0.04,0.86,21.06
1951,2,7,16.76,16.40,0.05,3.99,21.11
1951,2,8,0.00,17.20,0.04,2.29,20.41
1951,2,9,0.00,15.24,0.02,1.88,20.53
1951,2,10,0.00,18.66,0.03,1.67,20.64
1951,2,11,0.00,17.59,0.04,1.50,20.73
1951,2,12,0.00,18.51,0.06,1.35,20.81
1951,2,13,27.60,14.44,0.06,8.63,20.89
1951,2,14,1.71,16.84,0.08,3.99,19.89
1951,2,15,0.00,18.61,0.04,3.05,20.01
1951,2,16,0.00,16.88,0.05,2.67,20.17
1951,2,17,0.00,18.68,0.06,2.40,20.31
1951,2,18,8.53,16.56,0.02,3.26,20.44
1951,2,19,7.06,15.40,0.04,3.58,20.16
1951,2,20,24.57,16.38,0.04,9.27,19.99
1951,2,21,18.78,16.45,0.03,9.16,19.23
1951,2,22,9.75,18.89,0.03,7.44,18.79
1951,2,23,0.00,18.89,0.07,6.09,18.69
1951,2,24,0.00,14.71,0.07,5.41,18.97
1951,2,25,0.00,16.35,0.10,4.86,19.22
1951,2,26,0.00,16.76,0.12,4.38,19.46
1951,2,27,0.00,18.23,0.14,3.94,19.68
1951,2,28,3.17,17.40,0.11,3.81,19.89
1951,3,1,1.88,17.83,0.08,3.62,19.92
1951,3,2,0.00,19.67,0.08,3.26,20.02
1951,3,3,0.00,17.51,0.07,2.93,20.19
1951,3,4,13.90,20.64,0.09,5.01,20.35
1951,3,5,0.00,19.91,0.13,3.69,19.89
1951,3,6,0.00,13.55,0.13,3.21,20.09
1951,3,7,4.46,21.02,0.16,3.30,20.26
1951,3,8,0.73,17.86,0.16,3.03,20.21
1951,3,9,0.00,21.73,0.09,2.72,20.34
1951,3,10,0.00,18.99,0.10,2.45,20.49
1951,3,11,0.00,23.00,0.09,2.21,20.63
1951,3,12,0.00,17.76,0.06,1.98,20.75
1951,3,13,3.37,17.66,0.15,2.09,20.86
1951,3,14,4.19,18.81,0.10,2.31,20.80
1951,3,15,5.12,20.79,0.11,2.62,20.70
1951,3,16,0.24,20.42,0.03,2.36,20.57
1951,3,17,1.22,22.93,0.04,2.25,20.69
1951,3,18,1.71,20.54,0.09,2.19,20.75
1951,3,19,0.00,17.68,0.12,1.97,20.78
1951,3,20,10.49,20.30,0.19,3.26,20.90
1951,3,21,0.00,16.26,0.16,2.57,20.51
1951,3,22,0.00,19.36,0.17,2.26,20.66
1951,3,23,0.00,17.82,0.14,2.03,20.79
1951,3,24,5.36,22.04,0.22,2.33,20.91
1951,3,25,0.00,18.09,0.22,2.08,20.76
1951,3,26,0.00,19.93,0.16,1.87,20.88
1951,3,27,0.00,20.16,0.15,1.68,21.00
1951,3,28,0.00,18.53,0.25,1.52,21.10
1951,3,29,0.00,20.17,0.14,1.36,21.20
1951,3,30,4.88,19.57,0.10,1.64,21.29
1951,3,31,22.19,20.16,0.29,6.47,21.11
1951,4,1,0.24,19.79,0.24,3.47,20.26
1951,4,2,10.00,23.95,0.26,4.18,20.45
1951,4,3,0.00,19.48,0.15,3.40,20.16
1951,4,4,0.24,16.17,0.08,3.02,20.34
1951,4,5,0.24,18.37,0.13,2.73,20.49
1951,4,6,0.00,17.55,0.23,2.46,20.64
1951,4,7,0.00,18.20,0.31,2.21,20.78
1951,4,8,0.00,19.49,0.37,1.99,20.92
1951,4,9,4.88,18.77,0.36,2.18,21.06
1951,4,10,0.49,22.37,0.26,1.98,20.93
1951,4,11,5.12,22.31,0.18,2.31,21.02
1951,4,12,0.49,22.17,0.18,2.10,20.88
1951,4,13,11.22,21.62,0.33,3.52,20.98
1951,4,14,0.49,18.05,0.24,2.77,20.57
1951,4,15,0.49,18.32,0.24,2.46,20.71
1951,4,16,0.00,20.27,0.25,2.20,20.83
1951,4,17,0.73,14.62,0.14,2.02,20.97
1951,4,18,0.24,20.16,0.12,1.83,21.05
1951,4,19,0.00,23.90,0.26,1.65,21.14
1951,4,20,0.00,21.83,0.35,1.48,21.25
1951,4,21,0.00,16.94,0.32,1.33,21.36
1951,4,22,0.00,17.31,0.27,1.20,21.46
1951,4,23,12.19,20.90,0.33,2.80,21.55
1951,4,24,0.00,21.90,0.28,2.00,21.02
1951,4,25,0.49,19.44,0.27,1.73,21.15
1951,4,26,1.71,17.70,0.39,1.68,21.24
1951,4,27,0.00,19.04,0.36,1.51,21.26
1951,4,28,0.00,20.04,0.38,1.36,21.37
1951,4,29,7.07,19.30,0.46,1.92,21.47
1951,4,30,0.00,15.58,0.48,1.66,21.19
1951,5,1,0.00,19.23,0.42,1.48,21.32
1951,5,2,0.00,21.45,0.59,1.33,21.43
1951,5,3,0.00,18.64,0.64,1.20,21.54
1951,5,4,0.00,21.31,0.57,1.08,21.65
1951,5,5,0.00,15.12,0.71,0.97,21.75
1951,5,6,0.00,15.75,0.83,0.88,21.86
1951,5,7,0.00,19.52,0.91,0.79,21.96
1951,5,8,0.73,18.49,0.38,0.71,22.07
1951,5,9,0.00,17.80,1.07,0.64,22.09
1951,5,10,0.24,16.97,1.12,0.57,22.20
1951,5,11,14.87,18.33,0.81,2.00,22.29
1951,5,12,5.36,21.53,0.35,1.71,21.55
1951,5,13,4.63,20.35,1.26,1.81,21.35
1951,5,14,0.00,16.09,1.36,1.62,21.26
1951,5,15,0.00,17.66,1.88,1.46,21.43
1951,5,16,0.00,12.32,1.97,1.31,21.63
1951,5,17,0.00,18.51,2.05,1.18,21.83
1951,5,18,0.00,19.29,1.75,1.06,22.03
1951,5,19,0.00,16.06,2.21,0.96,22.21
1951,5,20,0.00,14.81,2.24,0.86,22.41
1951,5,21,0.24,12.56,1.93,0.77,22.61
1951,5,22,0.00,22.23,2.43,0.70,22.77
1951,5,23,0.49,19.87,2.03,0.63,22.98
1951,5,24,2.68,14.85,1.06,0.56,23.13
1951,5,25,0.00,21.09,2.68,0.51,23.06
1951,5,26,0.00,12.36,2.74,0.46,23.28
1951,5,27,1.95,15.76,0.97,0.41,23.50
1951,5,28,0.49,15.39,2.25,0.37,23.46
1951,5,29,15.36,17.09,2.18,0.54,23.61
1951,5,30,2.19,14.92,1.05,0.33,22.74
1951,5,31,2.68,16.04,0.67,0.27,22.69
