Year,Month,Day,Precip_mm,Runoff_mm,Evap_mm,Transpiration_mm,SoilWater_mm,Recharge_mm,Tmax_C,Tmin_C,del_O,del_H,RelHum
2010,11,8,0,0,0.07,0.01,97.42,0,7.222222222,-3.888888889,-8.514587278,-59.04049377,0.51778125
2010,11,9,0,0,0.31,0.06,97.05,0,11.66666667,-2.222222222,-8.514587278,-59.04049377,0.51778125
2010,11,10,0,0,0.43,0.08,96.55,0,13.33333333,-1.111111111,-8.514587278,-59.04049377,0.51778125
2010,11,11,0,0,0.55,0.1,95.91,0,15,-3.888888889,-8.514587278,-59.04049377,0.51778125
2010,11,12,0,0,0.69,0.12,95.12,0,16.66666667,-4.444444444,-8.514587278,-59.04049377,0.51778125
2010,11,13,0,0,0.63,0.11,94.4,0,16.11111111,-5,-8.514587278,-59.04049377,0.51778125
2010,11,14,0.29,0,0.62,0.11,93.98,0,16.11111111,-3.888888889,-8.514587278,-59.04049377,0.51778125
2010,11,15,1.42,0,0.52,0.09,94.79,0,15,1.111111111,-5.04924121,-45.65273272,0.51778125
2010,11,16,13.59,0.51,0.51,0.09,97.5,9.77,15,1.111111111,-5.04924121,-45.65273272,0.51778125
2010,11,17,8.35,0.07,0.23,0.04,97.5,8.01,11.11111111,5.555555556,-5.04924121,-45.65273272,0.51778125
2010,11,18,0.2,0,0.03,0.01,97.5,0.16,7.777777778,1.666666667,-5.04924121,-45.65273272,0.51778125
2010,11,19,0.46,0,0,0,97.5,0.46,4.444444444,0,-5.04924121,-45.65273272,0.51778125
2010,11,20,0,0,0,0,97.5,0,6.666666667,-0.555555556,-5.04924121,-45.65273272,0.51778125
2010,11,21,0,0,0.02,0,97.48,0,7.777777778,-2.777777778,-5.04924121,-45.65273272,0.51778125
2010,11,22,0,0,0.07,0.01,97.39,0,8.888888889,-2.222222222,-5.04924121,-45.65273272,0.51778125
2010,11,23,0.03,0,0.52,0.09,96.82,0,15.55555556,7.222222222,-5.04924121,-45.65273272,0.51778125
2010,11,24,0,0,0.47,0.08,96.27,0,15,-1.666666667,-10.02630872,-67.99405323,0.51778125
2010,11,25,17.14,1.5,0,0,97.5,14.41,4.444444444,-1.111111111,-7.325770243,-53.46021852,0.51778125
2010,11,26,7.69,0.05,0,0,97.5,7.64,7.777777778,0,-7.325770243,-53.46021852,0.51778125
2010,11,27,0,0,0,0,97.5,0,2.777777778,-3.333333333,-7.325770243,-53.46021852,0.51778125
2010,11,28,0,0,0,0,97.5,0,-0.555555556,-3.333333333,-7.325770243,-53.46021852,0.51778125
2010,11,29,0,0,0,0,97.5,0,4.444444444,-5,-7.347505729,-39.53392709,0.51778125
2010,11,30,33.1,8.03,0,0,97.5,25.07,6.111111111,-2.222222222,-4.13406816,-14.47065203,0.51778125
2010,12,1,31.43,7,0.25,0.17,97.5,24.01,13.33333333,3.888888889,-4.13406816,-14.47065203,0.51778125
2010,12,2,0.02,0,0,0,97.5,0.02,3.888888889,-5,-4.13406816,-14.47065203,0.708573276
2010,12,3,0,0,0,0,97.5,0,-2.222222222,-5.555555556,-4.13406816,-14.47065203,0.685347917
2010,12,4,0.1,0,0,0,97.5,0.1,-1.666666667,-5.555555556,-4.13406816,-14.47065203,0.72283125
2010,12,5,0,0,0,0,97.5,0,-1.666666667,-6.666666667,-4.13406816,-14.47065203,0.651248611
2010,12,6,0.04,0,0,0,97.5,0.04,-2.222222222,-6.111111111,-4.13406816,-14.47065203,0.636747917
2010,12,7,0,0,0,0,97.5,0,-3.888888889,-7.777777778,-4.13406816,-14.47065203,0.676409722
2010,12,8,0.1,0,0,0,97.5,0.1,-5,-9.444444444,-4.13406816,-14.47065203,0.630589583
2010,12,9,0,0,0,0,97.5,0,-4.444444444,-10.55555556,-4.13406816,-14.47065203,0.622974306
2010,12,10,0,0,0,0,97.5,0,-3.333333333,-12.77777778,-4.13406816,-14.47065203,0.604031944
2010,12,11,1.4,0,0,0,97.5,1.4,-1.111111111,-6.666666667,-4.13406816,-14.47065203,0.808378472
2010,12,12,11.56,0.46,0,0,97.5,11.1,5.555555556,-6.111111111,-4.13406816,-14.47065203,0.771295833
2010,12,13,0.19,0,0,0,97.5,0.19,3.333333333,-6.666666667,-4.13406816,-14.47065203,0.774820139
2010,12,14,0,0,0,0,97.5,0,-6.666666667,-12.77777778,-4.13406816,-14.47065203,0.578509028
2010,12,15,0.28,0,0,0,97.5,0.28,-8.333333333,-12.22222222,-4.13406816,-14.47065203,0.629379861
2010,12,16,0,0,0,0,97.5,0,-6.111111111,-12.22222222,-4.13406816,-14.47065203,0.663570833
2010,12,17,0,0,0,0,97.5,0,-6.111111111,-15.55555556,-4.13406816,-14.47065203,0.67086875
2010,12,18,0,0,0,0,97.5,0,-3.333333333,-8.888888889,-4.13406816,-14.47065203,0.628239583
2010,12,19,0,0,0,0,97.5,0,-2.777777778,-15,-4.13406816,-14.47065203,0.726675
2010,12,20,0.06,0,0,0,97.5,0.06,-3.888888889,-10.55555556,-4.13406816,-14.47065203,0.685936806
2010,12,21,0,0,0,0,97.5,0,-3.888888889,-7.222222222,-4.13406816,-14.47065203,0.683384028
2010,12,22,0.01,0,0,0,97.5,0.01,-0.555555556,-6.666666667,-4.13406816,-14.47065203,0.552401389
2010,12,23,0.07,0,0,0,97.5,0.07,0.555555556,-6.111111111,-4.13406816,-14.47065203,0.606614583
2010,12,24,0,0,0,0,97.5,0,-1.111111111,-6.666666667,-4.13406816,-14.47065203,0.611218056
2010,12,25,0.03,0,0,0,97.5,0.03,-2.222222222,-6.666666667,-4.13406816,-14.47065203,0.651083333
2010,12,26,0,0,0,0,97.5,0,-3.333333333,-10,-4.13406816,-14.47065203,0.720455556
2010,12,27,0.03,0,0,0,97.5,0.03,-5,-10.55555556,-4.13406816,-14.47065203,0.576793056
2010,12,28,0,0,0,0,97.5,0,-5,-11.11111111,-4.13406816,-14.47065203,0.608274306
2010,12,29,0,0,0,0,97.5,0,-1.666666667,-8.333333333,-4.13406816,-14.47065203,0.5801625
2010,12,30,0.02,0,0,0,97.5,0.02,2.222222222,-10,-4.13406816,-14.47065203,0.731004167
2010,12,31,0,0,0,0,97.5,0,2.777777778,-9.444444444,-4.590727976,-45.77256256,0.733504167
2011,1,1,1.45,0,0.1,0.07,97.5,1.28,10.55555556,-0.555555556,-2.860802921,-26.4077308,0.78155625
2011,1,2,0,0,0.1,0.07,97.33,0,10.55555556,-0.555555556,-2.860802921,-26.4077308,0.806386806
2011,1,3,0,0,0,0,97.33,0,1.666666667,-10,-2.860802921,-26.4077308,0.521352083
2011,1,4,0,0,0,0,97.33,0,-1.111111111,-10,-2.860802921,-26.4077308,0.481152778
2011,1,5,0,0,0,0,97.33,0,3.888888889,-5.555555556,-19.56680425,-159.4384671,0.532330556
2011,1,6,0,0,0,0,97.33,0,-3.333333333,-12.22222222,-22.42375038,-163.2423092,0.673713194
2011,1,7,0,0,0,0,97.33,0,-3.333333333,-11.66666667,-22.42375038,-163.2423092,0.753149306
2011,1,8,0,0,0,0,97.33,0,-4.444444444,-10.55555556,-22.42375038,-163.2423092,0.751079167
2011,1,9,0,0,0,0,97.33,0,-6.666666667,-11.11111111,-22.42375038,-163.2423092,0.669642361
2011,1,10,0,0,0,0,97.33,0,-4.444444444,-11.11111111,-22.42375038,-163.2423092,0.632404861
2011,1,11,0,0,0,0,97.33,0,-5,-16.11111111,-22.42375038,-163.2423092,0.744636111
2011,1,12,0,0,0,0,97.33,0,-5.555555556,-13.33333333,-22.42375038,-163.2423092,0.812120833
2011,1,13,0,0,0,0,97.33,0,-5.555555556,-10.55555556,-22.42375038,-163.2423092,0.640339583
2011,1,14,0,0,0,0,97.33,0,-4.444444444,-10.55555556,-22.42375038,-163.2423092,0.671479167
2011,1,15,0,0,0,0,97.33,0,-4.444444444,-10,-22.42375038,-163.2423092,0.679677083
2011,1,16,1.75,0,0,0,97.5,1.58,0,-7.222222222,-22.42375038,-163.2423092,0.587704167
2011,1,17,0,0,0,0,97.5,0,-5,-12.22222222,-22.42375038,-163.2423092,0.560123611
2011,1,18,0,0,0,0,97.5,0,-5.555555556,-12.77777778,-22.42375038,-163.2423092,0.759506944
2011,1,19,13.03,0.71,0,0,97.5,12.32,4.444444444,-5.555555556,-22.42375038,-163.2423092,0.864167361
2011,1,20,2.4,0,0,0,97.5,2.4,0,-6.666666667,-22.42375038,-163.2423092,0.716189583
2011,1,21,0,0,0,0,97.5,0,-3.888888889,-8.333333333,-22.42375038,-163.2423092,0.761227778
2011,1,22,0,0,0,0,97.5,0,-8.333333333,-21.66666667,-22.42375038,-163.2423092,0.584129167
2011,1,23,0,0,0,0,97.5,0,-8.333333333,-21.66666667,-22.42375038,-163.2423092,0.555861806
2011,1,24,0,0,0,0,97.5,0,-7.777777778,-25,-22.42375038,-163.2423092,0.47115625
2011,1,25,1.31,0,0,0,97.5,1.31,-2.777777778,-24.44444444,-22.42375038,-163.2423092,0.581113194
2011,1,26,3.97,0,0,0,97.5,3.97,1.111111111,-6.111111111,-22.42375038,-163.2423092,0.790444444
2011,1,27,0,0,0,0,97.5,0,-1.666666667,-5.555555556,-22.42375038,-163.2423092,0.807028472
2011,1,28,0,0,0,0,97.5,0,-2.222222222,-6.111111111,-22.42375038,-163.2423092,0.762476389
2011,1,29,0,0,0,0,97.5,0,-1.111111111,-7.777777778,-22.42375038,-163.2423092,0.776599306
2011,1,30,0,0,0,0,97.5,0,-2.777777778,-6.666666667,-22.42375038,-163.2423092,0.784670833
2011,1,31,0,0,0,0,97.5,0,-1.666666667,-17.22222222,-22.42375038,-163.2423092,0.634596528
2011,2,1,0,0,0,0,97.5,0,-3.888888889,-17.22222222,-22.42375038,-163.2423092,0.67124375
2011,2,2,1.01,0,0,0,97.5,1.01,-0.555555556,-4.444444444,-22.42375038,-163.2423092,0.920226277
2011,2,3,20.81,2.79,0,0,97.5,18.02,4.444444444,-10.55555556,-22.42375038,-163.2423092,0.630074419
2011,2,4,0,0,0,0,97.5,0,-3.333333333,-11.11111111,-22.42375038,-163.2423092,0.581197917
2011,2,5,10.65,0.33,0,0,97.5,10.32,1.111111111,-10.55555556,-22.42375038,-163.2423092,0.622630556
2011,2,6,1.04,0,0,0,97.5,1.04,1.111111111,-3.333333333,-22.42375038,-163.2423092,0.786975694
2011,2,7,4.6,0,0,0,97.5,4.6,0.555555556,-3.333333333,-22.42375038,-163.2423092,0.708065278
2011,2,8,1.1,0,0,0,97.5,1.1,2.222222222,-7.777777778,-22.42375038,-163.2423092,0.782742361
2011,2,9,0,0,0,0,97.5,0,-6.666666667,-16.11111111,-22.42375038,-163.2423092,0.485509028
2011,2,10,0,0,0,0,97.5,0,-5.555555556,-15,-22.42375038,-163.2423092,0.458095139
2011,2,11,0,0,0,0,97.5,0,-7.222222222,-15.55555556,-22.42375038,-163.2423092,0.451915278
2011,2,12,0,0,0,0,97.5,0,-1.111111111,-10.55555556,-22.42375038,-163.2423092,0.416311111
2011,2,13,0,0,0,0,97.5,0,-0.555555556,-9.444444444,-22.42375038,-163.2423092,0.514708333
2011,2,14,0,0,0.21,0.14,97.16,0,7.777777778,-2.777777778,-22.42375038,-163.2423092,0.425615278
2011,2,15,0,0,0.21,0.14,96.81,0,7.777777778,-9.444444444,-22.42375038,-163.2423092,0.563890972
2011,2,16,0,0,0.02,0.01,96.77,0,2.222222222,-9.444444444,-22.42375038,-163.2423092,0.341204861
2011,2,17,0,0,0.33,0.22,96.23,0,10,-1.111111111,-22.42375038,-163.2423092,0.45710625
2011,2,18,0,0,0.63,0.43,95.19,0,15,6.111111111,-22.42375038,-163.2423092,0.483594444
2011,2,19,0,0,0.69,0.5,94.05,0,16.66666667,-0.555555556,-4.047144153,-6.535855606,0.314740278
2011,2,20,1.85,0,0,0,95.9,0,-0.555555556,-7.777777778,-1.969684551,2.797393718,0.5335125
2011,2,21,19.15,1.93,0.12,0.07,97.5,15.42,3.888888889,-8.333333333,-1.969684551,2.797393718,0.693419444
2011,2,22,0,0,0,0,97.5,0,-1.111111111,-12.22222222,-1.969684551,2.797393718,0.771983333
2011,2,23,1.67,0,0.01,0.01,97.5,1.65,0,-17.77777778,-0.674491286,-2.576201231,0.636013889
2011,2,24,2.33,0,0.15,0.1,97.5,2.08,4.444444444,-17.22222222,-0.674491286,-2.576201231,0.550010417
2011,2,25,21.6,2.99,0.12,0.08,97.5,18.4,3.333333333,-1.111111111,-0.674491286,-2.576201231,0.824747222
2011,2,26,0,0,0.1,0.06,97.34,0,2.222222222,-8.333333333,-0.674491286,-2.576201231,0.690574306
2011,2,27,0,0,0.08,0.05,97.21,0,1.666666667,-7.222222222,-0.674491286,-2.576201231,0.606468056
2011,2,28,15.5,1.08,0.35,0.23,97.5,13.55,8.333333333,-0.555555556,-0.674491286,-2.576201231,0.691694444
2011,3,1,0,0,0.55,0.36,96.59,0,11.66666667,-7.222222222,-0.674491286,-2.576201231,0.648584722
2011,3,2,0,0,0.21,0.14,96.24,0,5,-7.222222222,-0.674491286,-2.576201231,0.465620139
2011,3,3,0,0,0.26,0.18,95.81,0,6.111111111,-13.88888889,-0.674491286,-2.576201231,0.422717361
2011,3,4,0,0,0.08,0.06,95.67,0,0.555555556,-13.88888889,-0.985344269,-1.315398547,0.327513194
2011,3,5,5.5,0,0.19,0.14,97.5,3.34,3.888888889,-3.333333333,-8.436199369,-51.46362319,0.527532639
2011,3,6,43.7,13.23,0.67,0.44,97.5,29.37,12.77777778,2.777777778,-8.436199369,-51.46362319,0.82660625
2011,3,7,9.6,0.14,0.39,0.26,97.5,8.81,7.777777778,-8.888888889,-8.436199369,-51.46362319,0.835968571
2011,3,8,0,0,0.25,0.16,97.09,0,4.444444444,-8.888888889,-8.436199369,-51.46362319,0.548679861
2011,3,9,5.4,0,0.28,0.18,97.5,4.53,5,-5.555555556,-8.436199369,-51.46362319,0.390450694
2011,3,10,29.1,5.92,0.25,0.16,97.5,22.77,3.888888889,-0.555555556,-8.436199369,-51.46362319,0.895222222
2011,3,11,1.1,0,0.45,0.3,97.5,0.35,8.333333333,-1.111111111,-8.436199369,-51.46362319,0.831806944
2011,3,12,0,0,0.17,0.11,97.23,0,1.111111111,-2.222222222,-8.436199369,-51.46362319,0.678297917
2011,3,13,0,0,0.68,0.45,96.11,0,12.22222222,-2.222222222,-8.436199369,-51.46362319,0.504453472
2011,3,14,0,0,0.23,0.16,95.73,0,2.777777778,-1.666666667,-8.436199369,-51.46362319,0.640045833
2011,3,15,4.2,0,0.36,0.25,97.5,1.82,6.111111111,-3.888888889,-8.436199369,-51.46362319,0.551565972
2011,3,16,4.9,0,0.42,0.27,97.5,4.21,6.666666667,-2.777777778,-8.436199369,-51.46362319,0.782877083
2011,3,17,0,0,0.48,0.32,96.71,0,7.777777778,1.666666667,-8.436199369,-51.46362319,0.772640972
2011,3,18,0,0,1.06,0.72,94.95,0,16.66666667,3.888888889,-8.436199369,-51.46362319,0.475269444
2011,3,19,0,0,1.36,0.99,92.69,0,21.11111111,0,-8.436199369,-51.46362319,0.394277778
2011,3,20,0,0,0.49,0.4,91.86,0,9.444444444,-6.666666667,-8.436199369,-51.46362319,0.526014583
2011,3,21,7.1,0,0.45,0.38,97.5,0.63,8.888888889,-5.555555556,-8.436199369,-51.46362319,0.618034028
2011,3,22,1.3,0,1.58,1.04,96.19,0,21.11111111,2.777777778,-8.436199369,-51.46362319,0.593922917
2011,3,23,27.4,4.47,0.72,0.5,97.5,20.41,11.11111111,-1.111111111,-8.436199369,-51.46362319,0.731318056
2011,3,24,1.1,0,0.24,0.16,97.5,0.7,0.555555556,-1.666666667,-8.436199369,-51.46362319,0.916945139
2011,3,25,0,0,0.32,0.21,96.97,0,2.777777778,-8.888888889,-8.436199369,-51.46362319,0.603146528
2011,3,26,0,0,0.28,0.19,96.5,0,1.666666667,-10,-8.436199369,-51.46362319,0.475227778
2011,3,27,0,0,0.31,0.21,95.98,0,2.222222222,-8.888888889,-8.436199369,-51.46362319,0.373396528
2011,3,28,0,0,0.37,0.26,95.36,0,3.888888889,-11.11111111,-8.436199369,-51.46362319,0.340344444
2011,3,29,0,0,0.39,0.28,94.71,0,4.444444444,-9.444444444,-8.436199369,-51.46362319,0.391450694
2011,3,30,5,0,0.51,0.38,97.5,1.32,7.222222222,-8.333333333,-8.436199369,-51.46362319,0.341511806
2011,3,31,0.7,0,0.5,0.32,97.38,0,5.555555556,-6.111111111,-8.436199369,-51.46362319,0.846958333
2011,4,1,1.5,0,0.31,0.21,97.5,0.86,1.111111111,-1.111111111,-8.436199369,-51.46362319,0.907810417
2011,4,2,0,0,0.41,0.27,96.82,0,3.333333333,-3.888888889,-8.436199369,-51.46362319,0.681616667
2011,4,3,1.9,0,0.67,0.45,97.5,0.1,8.888888889,-2.777777778,-8.436199369,-51.46362319,0.498377083
2011,4,4,11.3,0.27,0.69,0.45,97.5,9.89,8.888888889,1.111111111,-8.436199369,-51.46362319,0.566163194
2011,4,5,9.6,0.04,1.24,0.81,97.5,7.51,16.11111111,1.666666667,-8.436199369,-51.46362319,0.760595833
2011,4,6,0.4,0,0.38,0.27,97.24,0,2.222222222,-2.777777778,-8.436199369,-51.46362319,0.616583333
2011,4,7,0,0,0.53,0.42,96.3,0,6.111111111,0,-8.436199369,-51.46362319,0.761683333
2011,4,8,26,3.87,0.74,0.68,97.5,19.51,11.11111111,2.222222222,-8.436199369,-51.46362319,0.718067361
2011,4,9,0,0,0.4,0.39,96.71,0,3.888888889,2.222222222,-8.436199369,-51.46362319,0.886561111
2011,4,10,0,0,0.52,0.57,95.64,0,7.777777778,2.777777778,-8.436199369,-51.46362319,0.901190972
2011,4,11,4.3,0,1.17,1.48,97.28,0,20.55555556,7.777777778,-8.436199369,-51.46362319,0.812143056
2011,4,12,9.6,0,1.58,1.91,97.5,5.88,24.44444444,7.222222222,-8.436199369,-51.46362319,0.695809722
2011,4,13,12.1,0.31,0.67,0.96,97.5,10.16,12.22222222,5.555555556,-8.436199369,-51.46362319,0.83815625
2011,4,14,0,0,0.46,0.73,96.32,0,8.333333333,0,-8.436199369,-51.46362319,0.742071528
2011,4,15,0,0,0.85,1.59,93.94,0,18.88888889,1.111111111,-4.100703765,-22.34882502,0.451659722
2011,4,16,22.8,2.2,0.55,1.28,97.5,15.2,15,3.888888889,-4.100703765,-22.34882502,0.669764583
2011,4,17,0.6,0,0.39,0.88,96.82,0,8.333333333,0,-4.100703765,-22.34882502,0.763648611
2011,4,18,0,0,0.47,1.22,95.17,0,12.77777778,0.555555556,-4.100703765,-22.34882502,0.400223611
2011,4,19,11.8,0.14,0.49,1.57,97.5,7.27,16.11111111,3.888888889,-4.100703765,-22.34882502,0.66288125
2011,4,20,0,0,0.43,1.46,95.63,0,13.88888889,6.111111111,-4.100703765,-22.34882502,0.890165278
2011,4,21,0,0,0.54,2.33,92.86,0,21.66666667,2.222222222,-4.100703765,-22.34882502,0.521504167
2011,4,22,5.8,0,0.22,1.28,97.15,0,11.66666667,-1.666666667,-4.100703765,-22.34882502,0.418038194
2011,4,23,4.3,0,0.17,0.86,97.5,2.92,5.555555556,1.111111111,-4.100703765,-22.34882502,0.8865875
2011,4,24,0.1,0,0.32,2.44,94.87,0,20.55555556,5,-4.100703765,-22.34882502,0.708576389
2011,4,25,1.6,0,0.21,2.41,93.88,0,20,10.55555556,-4.100703765,-22.34882502,0.722592361
2011,4,26,18.9,0.76,0.2,3.81,97.5,10.51,27.77777778,14.44444444,-4.100703765,-22.34882502,0.575197222
2011,4,27,1.68,0,0.12,3.9,95.19,0,27.77777778,13.33333333,-4.100703765,-22.34882502,0.788838194
2011,4,28,35.8,6.68,0,3.7,97.5,23.1,26.11111111,15,-4.100703765,-22.34882502,0.666986111
2011,4,29,0,0,0,2.5,95.03,0,18.88888889,5.555555556,-4.100703765,-22.34882502,0.467603472
2011,4,30,0,0,0,1.7,93.39,0,12.22222222,2.777777778,-4.100703765,-22.34882502,0.651484028
2011,5,1,3.8,0,0,2.6,94.59,0,18.88888889,4.444444444,-4.100703765,-22.34882502,0.384815972
2011,5,2,0,0,0,1.8,92.86,0,12.77777778,9.444444444,-4.100703765,-22.34882502,0.856397917
2011,5,3,26.8,2.97,0,2.7,97.5,16.48,19.44444444,11.11111111,-4.100703765,-22.34882502,0.789875
2011,5,4,5.4,0,0,3.2,97.5,2.2,22.77777778,4.444444444,-4.100703765,-22.34882502,0.767997222
2011,5,5,1.17,0,0,1.5,97.17,0,10,0.555555556,-4.100703765,-22.34882502,0.5374375
2011,5,6,0,0,0,2.3,94.91,0,16.66666667,1.111111111,-4.100703765,-22.34882502,0.340548611
2011,5,7,0,0,0,2.8,92.22,0,20,5.555555556,-4.100703765,-22.34882502,0.477808333
2011,5,8,0,0,0,2.6,89.79,0,18.88888889,3.333333333,-4.100703765,-22.34882502,0.633532639
2011,5,9,0,0,0,3,87.07,0,21.11111111,2.777777778,-4.100703765,-22.34882502,0.426392361
2011,5,10,0,0,0,3,84.43,0,21.11111111,1.666666667,-4.100703765,-22.34882502,0.383966667
2011,5,11,0,0,0,3.4,81.54,0,23.33333333,7.777777778,-4.100703765,-22.34882502,0.307296528
2011,5,12,0,0,0,3.8,78.42,0,25.55555556,8.333333333,-1.65261445,-1.882794626,0.484986111
2011,5,13,0,0,0,3.9,75.35,0,26.11111111,12.22222222,-1.65261445,-1.882794626,0.638040972
2011,5,14,1.3,0,0,3.2,73.9,0,22.22222222,14.44444444,-1.65261445,-1.882794626,0.888904861
2011,5,15,17.2,0.04,0,2.4,88.66,0,16.66666667,13.33333333,-1.65261445,-1.882794626,0.930076389
2011,5,16,0.3,0,0,2.8,86.41,0,19.44444444,8.333333333,-1.65261445,-1.882794626,0.887320833
2011,5,17,10.6,0,0,2.5,94.51,0,17.22222222,8.333333333,-1.65261445,-1.882794626,0.829772917
2011,5,18,19.5,1.32,0,2.2,97.5,12.99,15,9.444444444,-1.65261445,-1.882794626,0.8731625
2011,5,19,8.6,0,0,2.7,97.5,5.9,18.88888889,10,-1.65261445,-1.882794626,0.918684028
2011,5,20,11.4,0.11,0,2.8,97.5,8.49,19.44444444,10.55555556,-1.65261445,-1.882794626,0.854117361
2011,5,21,0,0,0,3,94.55,0,20.55555556,7.222222222,-1.65261445,-1.882794626,0.764293056
2011,5,22,0,0,0,4.1,90.65,0,26.66666667,12.77777778,-1.65261445,-1.882794626,0.718008333
2011,5,23,32.3,4.15,0,3.4,97.5,17.9,22.77777778,13.88888889,-1.65261445,-1.882794626,0.863325694
2011,5,24,0,0,0,3.6,93.97,0,23.88888889,16.66666667,-1.65261445,-1.882794626,0.773954167
2011,5,25,0,0,0,3.5,90.65,0,23.33333333,12.77777778,-1.65261445,-1.882794626,0.69426875
2011,5,26,12.3,0,0,4.1,97.5,1.35,26.66666667,14.44444444,-1.65261445,-1.882794626,0.628679861
2011,5,27,24.1,2.36,0,4.6,97.5,17.14,29.44444444,14.44444444,-1.65261445,-1.882794626,0.723677083
2011,5,28,1.4,0,0,3.6,95.32,0,23.88888889,15,-1.65261445,-1.882794626,0.838527778
2011,5,29,0.1,0,0,4,91.59,0,26.11111111,17.77777778,-1.65261445,-1.882794626,0.728901389
2011,5,30,0,0,0,4.9,87.1,0,30.55555556,20,-1.65261445,-1.882794626,0.666995139
2011,5,31,0,0,0,5,82.74,0,31.66666667,16.66666667,-1.65261445,-1.882794626,0.626011806
2011,6,1,0,0,0,5,78.61,0,32.22222222,20.55555556,-1.65261445,-1.882794626,0.660729167
2011,6,2,0,0,0,4.8,74.83,0,30,12.77777778,-1.65261445,-1.882794626,0.332204167
2011,6,3,0,0,0,3.3,72.34,0,21.66666667,3.333333333,-1.65261445,-1.882794626,0.406302083
2011,6,4,4.7,0,0,3.5,73.54,0,23.33333333,5.555555556,-1.65261445,-1.882794626,0.458636806
2011,6,5,0,0,0,3.7,70.8,0,24.44444444,10,-1.65261445,-1.882794626,0.793625
2011,6,6,0,0,0,4.5,67.61,0,28.33333333,8.333333333,-1.65261445,-1.882794626,0.507088194
2011,6,7,0,0,0,4.4,64.63,0,27.77777778,10.55555556,-1.65261445,-1.882794626,0.633448611
2011,6,8,0,0,0,4,62.03,0,26.11111111,13.33333333,4.435607598,16.75802679,0.721059028
2011,6,9,0.3,0,0,5,59.11,0,32.22222222,18.88888889,-3.181128106,-16.01535506,0.656745139
2011,6,10,12.8,0,0,5,66.91,0,31.66666667,14.44444444,-3.47740982,-11.28954345,0.737468056
2011,6,11,19,0,0,4.4,81.51,0,27.77777778,17.77777778,-3.47740982,-11.28954345,0.808870139
2011,6,12,0.8,0,0,4.4,78.55,0,27.77777778,15.55555556,-3.47740982,-11.28954345,0.829465972
2011,6,13,0,0,0,4.1,75.32,0,26.11111111,8.333333333,-3.47740982,-11.28954345,0.607640278
2011,6,14,0.5,0,0,3.3,73.19,0,21.66666667,7.777777778,-3.47740982,-11.28954345,0.5877375
2011,6,15,0,0,0,3.1,70.9,0,20.55555556,3.888888889,-3.47740982,-11.28954345,0.664774306
2011,6,16,12.3,0,0,4,79.2,0,25.55555556,10,-3.47740982,-11.28954345,0.634759028
2011,6,17,0,0,0,3.2,76.64,0,21.11111111,11.66666667,-3.47740982,-11.28954345,0.884738194
2011,6,18,0,0,0,3.9,73.63,0,25,11.66666667,-3.47740982,-11.28954345,0.723329167
2011,6,19,0,0,0,4.3,70.46,0,27.22222222,12.22222222,-3.47740982,-11.28954345,0.673177778
2011,6,20,1.7,0,0,4.3,68.6,0,27.22222222,15.55555556,-3.47740982,-11.28954345,0.5610625
2011,6,21,13.5,0,0,4.1,78,0,26.11111111,16.11111111,-3.47740982,-11.28954345,0.794370139
2011,6,22,0.1,0,0,4.6,74.49,0,28.88888889,18.88888889,-3.47740982,-11.28954345,0.777570833
2011,6,23,0.7,0,0,4.5,71.64,0,28.33333333,20,-3.47740982,-11.28954345,0.783811111
2011,6,24,3.2,0,0,4.2,70.91,0,26.66666667,15,-3.47740982,-11.28954345,0.817045833
2011,6,25,0,0,0,3.3,68.55,0,21.66666667,15,-3.47740982,-11.28954345,0.797289583
2011,6,26,0,0,0,3,66.47,0,20,11.66666667,-3.47740982,-11.28954345,0.748795833
2011,6,27,0,0,0,3.1,64.39,0,20.55555556,9.444444444,-3.47740982,-11.28954345,0.780465278
2011,6,28,0,0,0,4,61.8,0,26.11111111,13.88888889,-3.47740982,-11.28954345,0.782743056
2011,6,29,0,0,0,4.5,59.01,0,28.33333333,12.22222222,-3.47740982,-11.28954345,0.606213194
2011,6,30,0,0,0,3.6,56.87,0,23.88888889,8.333333333,-3.47740982,-11.28954345,0.627122917
2011,7,1,0,0,0,3.9,54.64,0,25.55555556,7.777777778,-3.47740982,-11.28954345,0.553811111
2011,7,2,0,0,0,4.3,52.29,0,27.77777778,7.777777778,-3.47740982,-11.28954345,0.545603472
2011,7,3,0,0,0,4.7,49.83,0,29.44444444,15,-3.47740982,-11.28954345,0.637246528
2011,7,4,0,0,0,4.7,47.48,0,29.44444444,13.88888889,-3.47740982,-11.28954345,0.607677778
2011,7,5,0,0,0,4.2,45.48,0,27.22222222,13.88888889,-1.621306055,-6.815490763,0.680895139
2011,7,6,0,0,0,4.6,43.38,0,29.44444444,11.66666667,-1.621306055,-6.815490763,0.508757639
2011,7,7,0,0,0,5,41.22,0,31.66666667,15,-1.621306055,-6.815490763,0.538946528
2011,7,8,1,0,0,4.7,39.68,0,30,17.22222222,-1.621306055,-6.815490763,0.809299306
2011,7,9,0,0,0,3.29,38.36,0,23.88888889,14.44444444,-1.621306055,-6.815490763,0.785283333
2011,7,10,0,0,0,3.9,36.86,0,30,12.22222222,-1.621306055,-6.815490763,0.498979167
2011,7,11,0,0,0,3.73,35.48,0,31.66666667,16.11111111,0.546702677,-10.48919818,0.585604167
